sentiment,text,user
"positive","RT @JohnLukeNYC: Good Morning To All On This 40 Degrees Partly Sunny Going Up To 50 Later Saturday. Have A Great Day &amp; Weekend Ahead. Stay…","Bob_Lazzari"
"positive","Good Morning To All On This 40 Degrees Partly Sunny Going Up To 50 Later Saturday. Have A Great Day &amp; Weekend Ahead… https://t.co/k4eS08nBiB","JohnLukeNYC"
"negative","RT @Papryka5: I was a romantic and sentimental creature with a tendency towards solitude.\n\nIsabel Allende. The house of the spirits.\n\n(La p…","Dida_ti"
"neutral","💙💛🇺🇦\n#Ukraine #PrayForUkraine #IStandWithUkraine https://t.co/exnShsXDC9","natbarker82"
"positive","RT @EllahieCooking: @thompsonb2569 @Emmanue37844681 Absolutely True\nStay in The Word and stay in The Truth\nAmen\n#PrayForUkraine https://t.c…","GraceSamuel888"
"neutral","RT @EllahieCooking: @emmanuelobi476 @FranTay18728990 @albert70x7 @GraceSamuel888 @threatne @yhwh_ministry @great0727 @acheerful_heart @elli…","GraceSamuel888"
"neutral","Гімн України у виконанні учасників шоу \"Голос. Діти\" та \"Маленькі гіганти\" https://t.co/gByTqAOQCF @YouTubeより… https://t.co/ypViskeL98","Miyamaco7"
"positive","RT @Sinati16: @olgatokariuk Such a Beautiful video \nSuch Beautiful, Brave men and women\nI maybe in the USA but my Heart is with Ukraine 💛🇺🇦…","kendallpaula9"
"neutral","#PrayForUkraine https://t.co/lUTbgXgBo6","DylanCas87"
"neutral","ウクライナ酷い状況。ロシアむかつく。そうやってロシアは孤立していく。ま、孤立しようが嫌われようがどうでもいいんだろうな。\n#PrayForUkraine \n#Rusia","yunochami_kei"
"neutral","Irpin, Ukraine.\n\n#Ukraine #Irpin #UkraineUnderAttaсk #StopWarInUkraine #StopRussia #PrayForUkraine… https://t.co/u8X3CeSPXH","mdo_ua"
"neutral","RT @bebejabets: 😔🙏🏼🇺🇦 \n\nAll my thoughts &amp; prayers 🙏🏻🙏🏾🙏🏿✝✝✝ \ngo to the people in #Ukraine\n\n#PrayForUkraine #UkraineRussie #Ukraina #RussiaU…","bebejabets"
"neutral","#PrayForUkraine\nPrayers from the frontline:\n“Hello, I am in Germany Cologne...”\nHeavenly Father, we pray for all th… https://t.co/ScbeznL76m","Misfits4Jesus"
"positive","RT @omaticaya52: Good morning twitter world and happy saturday😃❤️😇☕️🤗🖖 I wish for you success in everything you will do😃may the love be wit…","hbrunag"
"neutral","Invisible Sun · The Police  https://t.co/mBeYKN7vwS\n#BuenDia #BuenSabado #FelizSabado #2DeAbril #Saturday #Weekend… https://t.co/zIj3Gkk4tR","JuanEze96578047"
"neutral","Мир в Україні\n#FujiXT2\n35mm-1/800@ƒ/1.4-ISO400\n🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦\n#abstract #art #fineart #candles #ukraine… https://t.co/esclKDRgKD","bobcooley"
"neutral","RT @marillion13: https://t.co/2R0zl4GYv2\nWe #StandWithUkraine, #PrayForUkraine, want #PeaceForUkraine.\n#FCKPutin, #FCKRussianArmy, but do n…","marillion13"
"neutral","https://t.co/2R0zl4GYv2\nWe #StandWithUkraine, #PrayForUkraine, want #PeaceForUkraine.\n#FCKPutin, #FCKRussianArmy, b… https://t.co/H7cWdclcsh","marillion13"
"negative","RT @CofEPortsmouth: Looking for ways to help those suffering in the horrific conflict in Ukraine? Here are details about welcoming refugees…","sspandpfareham"
"neutral","RT @marillion13: Und hier wieder mein TÄGLICHER #Spendenaufruf für #Flüchtlinge in/aus der #Ukraine via #AktionsbündnisKatastrophenhilfe, w…","marillion13"
"neutral","Und hier wieder mein TÄGLICHER #Spendenaufruf für #Flüchtlinge in/aus der #Ukraine via… https://t.co/huNIIqslQb","marillion13"
"neutral","Frieden JETZT. Demo in #Bern. #PrayForUkraine #PrayForRussia #PrayForPeace @RitaFamos @EKS_EERS @kathch https://t.co/MaMAxRLL6i","pfarrblattbern"
"neutral","Tricky - 'Parenthesis' feat. The Antlers  https://t.co/POYvcqFCIG\n#BuenDia #BuenSabado #FelizSabado #2DeAbril… https://t.co/R4wig4ujHv","JuanEze96578047"
"neutral","RT @UrbanCitizensFo: 2022.04.02\n🇲🇳🇺🇦 #Mongolia #Ulaanbaatar protest against war in Ukraine. \n#NoWar #PrayForUkraine #NoPutin https://t.co/R…","Enkhsaikhan_PM"
"neutral","der #art4peace Friedenskrieger kämpft um das dahin schmelzende friedliche Miteinander #musa #PrayForUkraine April 2, 2022 at 01:52PM","Friedenskriege"
"neutral","RT @eidos_psiche: Il COMPROMESSO\nè l'ARTE della leadership\ne i COMPROMESSI\nsi fanno con gli avversari,\nnon con gli amici.\n\n~Nelson Mandela…","BSoftaofta"
"neutral","RT @Shevchenk0_Mila: #РоссияСмотри  #Russian Вам не страшно? Такие последствия Вас ждут, радиационное облучение оккупационных войск и техни…","kid_limited"
"neutral","RT @marysia_cc: Piotr Fąfrowicz\n#PrayForUkraine https://t.co/jqshtEvOWv","twist1961"
"neutral","RT @Pieter_Zmuda: Ukraińcy zawsze kochali wolność! Pastor Pavlo Tokarchuk w IPP TV #IPPTV #CzytamBiblię #PrayForUkraine\n\nhttps://t.co/okbmV…","Elbieta19132649"
"neutral","Державний гімн України\n#PrayForUkraine https://t.co/JcahZYj7wH","Miyamaco7"
"neutral","RT @ssveta300: #Ukraine #PrayForUkraine #UkraineUnderAttaсk https://t.co/IsdM0EJ4DH","lfctrucker66"
"positive","RT @acn_uk: Priest in Ukraine – “The Church should be with the faithful, with its people”\nPlease click on the link to read the full intervi…","MrsCat9"
"neutral","#prayforukraine https://t.co/pfj47Qb2QU","gfdesmoines"
"neutral","Державний гімн України\n#PrayForUkraine https://t.co/uKl7SDlHvr","Miyamaco7"
"negative","Translation: How come \"#Putin is the only one to blame for #RussiaUkraineWar\" but it is ordinary #Russian Ivans who… https://t.co/vNAuRNfriM","OPylypovych"
"neutral","RT @whattheshare: People of #Energodar! Writes a #RussianArmy leaflet that states writing off of all financial debt. \n\nThis happened earlie…","forest_diver"
"positive","@UAWeapons It’s astonishing how unorganized and chaotic the #russianarmy is. Mechanized warfare is their motto and… https://t.co/CkhZmFxxOb","martlca"
"neutral","RT @yenpox: #energodar , occupied territory by 🇷🇺 fascists. When civilians went out to protest the occupation, #RussianArmy started to shoo…","Luisfe25"
"neutral","#Ukrainian Tractor Brigade strikes again! #Ukraine #RussianArmy #Россия #Russia #StandWithUkraine… https://t.co/rmIYqjh2rs","InvestorHumbl"
"positive","RT @LinskiZai: Zelensky: I have a joke for you \nPutin: What?\nZ: Kyiv\nP: I don’t get it.\nZ: That’s right. You surely won't! 🙄\n\n#Ukraine #Rus…","LinskiZai"
"positive","Vidéo RARE de Zelensky qui critique Azov(ex Bandera) et qui dénonce la propagande antirusse.\n#Ukraine… https://t.co/jO5MyOzSTC","ViktorZolotorev"
"negative","RT @ActionTime: #Putin's Days Dwindle as #RussianArmy Fails in #Ukraine.Declining #Russia is an Evil Empire of Lies #StopPutinNOW #PutinIsa…","ActionTime"
"negative","#Putin's Days Dwindle as #RussianArmy Fails in #Ukraine.Declining #Russia is an Evil Empire of Lies #StopPutinNOW… https://t.co/WeynXHJasN","ActionTime"
"neutral","RT @_Kadyrov95: Μόλις άκουσα τον security να λέει πως καλά κάνει και εφαρμόζεται η Νέα τάξη πραγμάτων και η μείωση πληθυσμού διότι είμαστε…","MMystiko"
"neutral","Chatice do caraças...\n#Russians #RussiaInvadedUkraine #RussianArmy #RussianUkrainianWar #StandWithUkraine https://t.co/5ZD9aaNxbZ","NFA_78"
"positive","RT @HerryNapit: #Ukraine: Ukrainian army offers a reward if Russian pilots defect to Ukraine: $1 million per aircraft and 500,000 per helic…","HerryNapit"
"neutral","RT @The3Swamp: - Genial -\nDie Ukraine bietet Russen, die überlaufen oder verkaufen wollen, Belohnungen an.\nJET – 1.000.000 $\nHUBSCHRAUBER -…","huskolzhe"
"positive","#Russians, you should be proud of your great #RussianArmy https://t.co/PsMKYZYgMx","_little_grace_"
"positive","RT @HerryNapit: Ukraine: Send a clear message to Russian President Vladimir Putin, The Greater Kremin, and Russians: \n\nStop bombing Ukraini…","HerryNapit"
"positive","RT @ArmedMaidan: #Russian forces creating “complete disaster” by leaving mines on homes, corpses as withdraw around #Kyiv: #Zelensky\n\nhttps…","vassellia_bond"
"positive","RT @Suriyakmaps: - #RussianArmy advanced north &amp; northeast of Urozhaine/Урожайне village as advance towards Velyka Novosilka/Велика Новосіл…","guardiarep"
"neutral","RT @Suriyakmaps: Thirty-eighth day of combats continue with #RussianArmy withdrawal from severar areas of northern front. The semi-siege of…","guardiarep"
"neutral","RT @Suriyakmaps: by #RussianArmy was overestimated, this can explain the continue ambushes against their troops in addition with the logist…","guardiarep"
"positive","RT @HerryNapit: Russia attacks Ukraine: Ukrainian army continues to destroy Russian equipment. Are you happy now, Vladimir Putin? 💀 #Putin…","HerryNapit"
"positive","I believe Russia had any and every right to counter NATO and Merican bullshit,\nTo support Ukraine you either have t… https://t.co/QtaRKaMdaP","ArsalanKhalidK2"
"neutral","If only this was simply a necessary in war “dehumanize the enemy” move. But this is #Ukraine’s reality. #russianarmy https://t.co/RaILWKDbTQ","Bekhta_n"
"positive","#Russian forces creating “complete disaster” by leaving mines on homes, corpses as withdraw around #Kyiv: #Zelensky… https://t.co/vAVWg1MQRK","ArmedMaidan"
"neutral","RT @olex_scherba: Kyiv oblast. A civilian car drives by. #RussianArmy shoots, kills - and drives away.\n\n#PutinWarCrimes #PutinHitler \n#Stan…","ghostsasfriends"
"neutral","RT @GlobalWideViews: Russia on motion on changing the payment system for exports   in Rubles, watch China, Mexico, South Africa, Argentina…","9ELPADRINO9"
"neutral","RT @_Kadyrov95: Μόλις άκουσα τον security να λέει πως καλά κάνει και εφαρμόζεται η Νέα τάξη πραγμάτων και η μείωση πληθυσμού διότι είμαστε…","PouloTon"
"neutral","RT @Matt_VanDyke: Syrian mercenaries, come die for Putin.\n\nYour bodies will fertilize the wheat fields of Ukraine.\n\nNext year will be a goo…","grbusinaro"
"neutral","RT @Suriyakmaps: Thirty-eighth day of combats continue with #RussianArmy withdrawal from severar areas of northern front. The semi-siege of…","CesareInvictus"
"neutral","RT @Suriyakmaps: by #RussianArmy was overestimated, this can explain the continue ambushes against their troops in addition with the logist…","CesareInvictus"
"positive","RT @olex_scherba: #RussianArmy intercept:\n- Did you see dead people?\n- Sure, mom! Killed 2 men &amp; a woman.\n- Why the woman?\n- Well, she thre…","dearduskydusk"
"positive","Russia-Ukraine war: Are reports of Russian troops mutinying and deserting true? It’s happened before #Russia… https://t.co/7zf0PqyDZ4","HerryNapit"
"neutral","RT @YoshiYamamo_to: The same woman in labor from Mariupol, Maryana, tells how barracks for Ukrainian militants was made from the maternity…","TheDetroiter18"
"negative","A Russian military helicopter shot down by the Ukrainian Army with the British Starstreak. #Ukraine #Ukraina… https://t.co/M9LmnOj4xE","AbdullahManaz"
"positive","RT @Suriyakmaps: - #RussianArmy advanced north &amp; northeast of Urozhaine/Урожайне village as advance towards Velyka Novosilka/Велика Новосіл…","CesareInvictus"
"positive","RT @Vlad_Mykhnenko: Following their lucky escape from 🇺🇦Kyiv region, these #RussianSoldiers head for the nearest post office in 🇧🇾Mozyr, Be…","Bekhta_n"
"positive","RT @olex_scherba: After #Ukraine liberated Mala Rogan near #Kharkiv, many destroyed civilian cars were found on the freeway. #RussianArmy w…","chavelin16"
"positive","RT @olex_scherba: #RussianArmy intercept:\n- Did you see dead people?\n- Sure, mom! Killed 2 men &amp; a woman.\n- Why the woman?\n- Well, she thre…","NoRUFascist"
"positive","RT @LinskiZai: Zelensky: I have a joke for you \nPutin: What?\nZ: Kyiv\nP: I don’t get it.\nZ: That’s right. You surely won't! 🙄\n\n#Ukraine #Rus…","KLCreativeStd"
"neutral","RT @KatyaMK26: Here is proof that #Russians are stealing washing machines to sell them in #Belarus.\n#Ukraine #RussianArmy #RussianSoldiers…","Johnyrocket69"
"neutral","Mariupol🇺🇦\n\n#Anonymous #FckPutin #StandWithUkraine #PutinIsaWarCriminal \n#RussianArmy #RussianInvasion… https://t.co/AV34unzfYu","Boomersaurus"
"neutral","#Bucha and #Irpen. Unspeakable cruelty of orcs.\n\nThe bodies of civilians lie just in the middle of the road. This i… https://t.co/aFxMaTcC7y","KatyaMK26"
"neutral","🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪\n\n#Anonymous #FckPutin #StandWithUkraine #PutinIsaWarCriminal \n#RussianArmy… https://t.co/uP8JIfO3qm","Boomersaurus"
"positive","RT @olex_scherba: #RussianArmy intercept:\n- Did you see dead people?\n- Sure, mom! Killed 2 men &amp; a woman.\n- Why the woman?\n- Well, she thre…","ngfelixl"
"neutral","Here is proof that #Russians are stealing washing machines to sell them in #Belarus.\n#Ukraine #RussianArmy… https://t.co/AAelQl1DCf","KatyaMK26"
"neutral","@GazetaRu Русские мородеры отправляют с Белорусии «освобожденные» у мирных жителей Украины вещи. Какие же вы русня… https://t.co/eYmOmIbJW1","kiana_0_0"
"neutral","RT @The3Swamp: - Genial -\nDie Ukraine bietet Russen, die überlaufen oder verkaufen wollen, Belohnungen an.\nJET – 1.000.000 $\nHUBSCHRAUBER -…","just_saying1337"
"neutral","RT @Click_Syria: State Security Administration building in Mariupol.\n\n#RussianUkrainianWar \n#Ukrainian \n#RussianArmy https://t.co/xR7VTZfbsv","Nour61438090"
"neutral","RT @Click_Syria: The destroyed building of the Drama Theater in Mariupol\n\n#RussianUkrainianWar \n#RussianArmy \n#UkraineRussianWar https://t.…","Nour61438090"
"neutral","RT @Click_Syria: Kharkov region\n\n#RussianUkrainianWar \n#Ukraina \n#RussianArmy https://t.co/LXsG6SZX0G","Nour61438090"
"negative","World #news update:\n\nSlow #cyberwar of #Russia  begins to escalate in #Ukraine\n\n#RedCross tries #mariupol evacuatio… https://t.co/PLAEKCV0qh","MuntasirSarkar"
"neutral","@ICRC #RUSSIA #RUSIANWARFARE #HumanityNOTWelvome In #RUSSIANArmy","fcbmike1900"
"positive","@UAWeapons UAWeapons followers will find this article interesting: https://t.co/qHdmOYxr5M\n#StandWithUkraine… https://t.co/lycmXZk2lY","jameswmoore"
"positive","#Ukraine: Ukrainian army offers a reward if Russian pilots defect to Ukraine: $1 million per aircraft and 500,000 p… https://t.co/1gfhZNfjSI","HerryNapit"
"neutral","RT @ProfeLRodriguez: Papa Francisco estudia viajar a #Ucrania \nAntes de llegar a #Malta, Francisco respondió a periodistas sobre la invitac…","JuanPab28790172"
"positive","RT @olex_scherba: One of Europe’s leading experts on far-right groups @A_SHEKH0VTS0V explains why it’s hypocritical to complain about #Azov…","haraldwl"
"neutral","RT @Matt_VanDyke: Syrian mercenaries, come die for Putin.\n\nYour bodies will fertilize the wheat fields of Ukraine.\n\nNext year will be a goo…","JonWallner"
